repo_name,file_name,smell_count,year,file_size,loc,owner_type,language,size,base_image_full,base_image
letsencrypt/lets-encrypt-preview,letsencrypt/lets-encrypt-preview/toolsdockerpluginDockerfile,1,2020,383,7,Organization,Python,47318,${BASE_IMAGE},${BASE_IMAGE}
libarchive/libarchive,libarchive/libarchive/buildreleaseDockerfile,9,2020,792,13,Organization,C,26176,ubuntu:20.04,ubuntu
libyui/libyui-gtk,libyui/libyui-gtk/Dockerfile,3,2020,226,3,Organization,C,44735,registry.opensuse.org/devel/libraries/libyui/containers/libyui-devel:latest,registry.opensuse.org/devel/libraries/libyui/containers/libyui-devel
lightster/lidsys-web,lightster/lidsys-web/dockerscraperDockerfile,2,2020,676,12,User,JavaScript,1864,node:12.18,node
linuxmint/cjs,linuxmint/cjs/testextraDockerfile,10,2020,2069,36,Organization,C++,5860,fedora:32,fedora
littleweaver/django-brambling,littleweaver/django-brambling/Dockerfile,3,2020,239,10,Organization,Python,8401,python:2,python
lizardsystem/lizard-auth-server,lizardsystem/lizard-auth-server/Dockerfile,1,2020,510,19,Organization,Python,1430,ubuntu:bionic,ubuntu
locaweb/heartcheck-activerecord,locaweb/heartcheck-activerecord/Dockerfile,1,2020,225,4,Organization,Ruby,31,ruby:2.7,ruby
log2timeline/l2tdevtools,log2timeline/l2tdevtools/configdockerplaso-dev.Dockerfile,14,2020,1685,42,Organization,Python,4823,ubuntu:focal,ubuntu
louiz/biboumi,louiz/biboumi/dockerpackagingarchlinuxDockerfile,4,2020,285,7,User,C++,3110,docker.io/archlinux:latest,docker.io/archlinux
lsegal/rubydoc.info,lsegal/rubydoc.info/dockercacheDockerfile,3,2020,399,9,Organization,Ruby,784,alpine:3.10,alpine
lsegal/samus,lsegal/samus/Dockerfile,14,2020,589,16,User,Ruby,117,python:3.7-alpine,python
lucatume/wp-browser,lucatume/wp-browser/tests_containerswordpressDockerfile,2,2020,250,4,User,PHP,29064,wordpress:latest,wordpress
luccamordente/kuva,luccamordente/kuva/Dockerfile,4,2020,157,4,User,Ruby,7106,ruby:2.2,ruby
ludofleury/satisfy,ludofleury/satisfy/dockerDockerfile,7,2020,653,16,User,PHP,2185,php:7.3-apache,php
magicalbob/ctime,magicalbob/ctime/dockerDockerfile,5,2020,506,17,User,Python,139800,centos:7,centos
mapbox/mapbox-gl-native,mapbox/mapbox-gl-native/scriptsciDockerfile,29,2020,4093,102,Organization,C++,372286,ubuntu:eoan-20200313,ubuntu
mar10/wsgidav,mar10/wsgidav/Dockerfile,7,2020,918,8,User,Python,10500,python:3-alpine,python
marc-mabe/php-enum,marc-mabe/php-enum/.githubworkflowstest.Dockerfile,4,2020,666,13,User,PHP,507,php:${PHP_VERSION}-cli-alpine,php
marcel-apf/qemu,marcel-apf/qemu/.gitlab-ci.dedk2Dockerfile,2,2020,577,21,User,C,227871,ubuntu:16.04,ubuntu
marcel-apf/qemu,marcel-apf/qemu/.gitlab-ci.dopensbiDockerfile,7,2020,1001,23,User,C,227871,ubuntu:18.04,ubuntu
matheusvetor/stringify_date,matheusvetor/stringify_date/Dockerfile,4,2020,291,10,User,Ruby,40,ruby:2.6-alpine,ruby
matsuosh/rollbook,matsuosh/rollbook/dockerappDockerfile,5,2020,276,10,User,Ruby,6220,ruby:2.5.5,ruby
matsuosh/rollbook,matsuosh/rollbook/dockerwebDockerfile,2,2020,80,3,User,Ruby,6220,nginx,nginx
mattwynne/bbc-a11y,mattwynne/bbc-a11y/dockerDockerfile,8,2020,525,9,Organization,Gherkin,2270,node:8.16.0-jessie,node
maxcom/lorsource,maxcom/lorsource/dockerDockerfile,1,2020,813,16,User,Java,77644,tomcat:8.5-jdk11-openjdk-slim,tomcat
maxdanilov/subs-city,maxdanilov/subs-city/Dockerfile,9,2020,1134,29,User,Ruby,23015,base-gems,base-gems
meedan/meedan-mantis,meedan/meedan-mantis/Dockerfile,4,2020,899,17,Organization,PHP,49187,php:5.6-apache,php
mevdschee/mysql-crud-api,mevdschee/mysql-crud-api/dockerdebian10Dockerfile,5,2020,383,11,User,PHP,4520,debian:10,debian
mevdschee/mysql-crud-api,mevdschee/mysql-crud-api/dockerdebian9Dockerfile,5,2020,383,11,User,PHP,4520,debian:9,debian
mevdschee/mysql-crud-api,mevdschee/mysql-crud-api/dockerubuntu16Dockerfile,24,2020,1343,24,User,PHP,4520,ubuntu:16.04,ubuntu
mevdschee/mysql-crud-api,mevdschee/mysql-crud-api/dockerubuntu18Dockerfile,9,2020,481,14,User,PHP,4520,ubuntu:18.04,ubuntu
mgbellemare/Arcade-Learning-Environment,mgbellemare/Arcade-Learning-Environment/.githubactionsdownload-release-assetDockerfile,2,2020,222,10,User,C++,7464,alpine:latest,alpine
mhenrixon/sidekiq-unique-jobs,mhenrixon/sidekiq-unique-jobs/myappdockerrails.Dockerfile,1,2020,736,2,User,Ruby,19402,ruby:2.3,ruby
michaelhuettermann/sandbox,michaelhuettermann/sandbox/allsrcmainresourcesdockeralpineDockerfile,4,2020,1260,21,User,Groovy,15979,openjdk:14-jdk-alpine3.10,openjdk
micolous/cbus,micolous/cbus/Dockerfile,6,2020,1158,14,User,Python,1255,base,base
mikedh/trimesh.py,mikedh/trimesh.py/examplesdockerRenderDockerfile,3,2020,630,7,User,Python,26169,trimesh/trimesh:latest,trimesh/trimesh
mikutter/mikutter,mikutter/mikutter/deploymentappimageDockerfile,3,2020,1695,44,Organization,Ruby,7573,ubuntu:16.04,ubuntu
miniflux/miniflux,miniflux/miniflux/packagingdebianDockerfile,4,2020,297,8,Organization,Go,29912,${BASE_IMAGE_ARCH}/golang:buster,${BASE_IMAGE_ARCH}/golang
ministryofjustice/cla_backend,ministryofjustice/cla_backend/Dockerfile,7,2020,762,28,Organization,Python,8607,alpine:3.9,alpine
ministryofjustice/cla_public,ministryofjustice/cla_public/Dockerfile,11,2020,1271,43,Organization,Python,10402,alpine:3.9,alpine
ministryofjustice/manchester_traffic_offences_pleas,ministryofjustice/manchester_traffic_offences_pleas/Dockerfile,7,2020,660,19,Organization,Python,6668,python:3.6,python
miso-belica/sumy,miso-belica/sumy/Dockerfile,4,2020,232,6,User,Python,1588,python:3.8-alpine,python
mkoppanen/imagick,mkoppanen/imagick/dockerfedoraDockerfile,10,2020,790,9,Organization,C,6767,fedora:30,fedora
mkoppanen/imagick,mkoppanen/imagick/dockertesting7_2Dockerfile,12,2020,870,15,Organization,C,6767,debian:9,debian
mnot/redbot,mnot/redbot/Dockerfile,3,2020,314,9,User,Python,15424,python:3-alpine,python
modelbrouwers/modelbrouwers,modelbrouwers/modelbrouwers/Dockerfile,6,2020,2661,46,Organization,Python,14885,python:3.6-buster,python
modelica/Modelica,modelica/Modelica/.CIcompilersDockerfile,4,2020,680,10,Organization,Modelica,276268,${ARCH}ubuntu:bionic,${ARCH}ubuntu
mongodb/bson-ruby,mongodb/bson-ruby/releasejrubyDockerfile,3,2020,438,9,Organization,Ruby,2127,debian:9,debian
mongodb/bson-ruby,mongodb/bson-ruby/releasemriDockerfile,3,2020,156,6,Organization,Ruby,2127,debian:10,debian
mongodb/mongo-ruby-driver,mongodb/mongo-ruby-driver/.evergreenlocal-kerberosDockerfile,8,2020,589,13,Organization,Ruby,40981,ubuntu:bionic,ubuntu
mongodb/mongo-ruby-driver,mongodb/mongo-ruby-driver/releasemriDockerfile,3,2020,156,6,Organization,Ruby,40981,debian:10,debian
morontt/zend-blog-3-backend,morontt/zend-blog-3-backend/dockerdbDockerfile,2,2020,561,12,User,PHP,2557,mysql:5.7,mysql
morontt/zend-blog-3-backend,morontt/zend-blog-3-backend/dockernginxDockerfile,1,2020,315,9,User,PHP,2557,nginx:1.14,nginx
mozilla-services/tokenserver,mozilla-services/tokenserver/Dockerfile,4,2020,770,14,Organization,Python,1201,pypy:2.7-jessie,pypy
mozilla/snippets-service,mozilla/snippets-service/redirectorDockerfile,2,2020,969,31,Organization,Python,6235,python:3.8-slim-buster,python
mpak2/mpak.su,mpak2/mpak.su/phardockerwwwDockerfile,64,2020,3264,51,User,PHP,189838,ubuntu,ubuntu
mpugach/ved_akadem_students,mpugach/ved_akadem_students/dockerakadem_studentsDockerfile,41,2020,3336,89,Organization,Ruby,4106,base,base
muffinista/gopher2000,muffinista/gopher2000/Dockerfile,2,2020,260,10,User,Ruby,196,ruby:2.6.5,ruby
muggot/openmcu,muggot/openmcu/Dockeropenmcu-rucentos-7Dockerfile,3,2020,1761,36,User,C,29493,centos:7,centos
museways/abilities,museways/abilities/cloudbuildrailsDockerfile,2,2020,216,11,Organization,Ruby,122,ruby:2.7,ruby
muxx/dplr,muxx/dplr/dockerimagesdplrDockerfile,5,2020,994,23,User,PHP,59,php:7.3-alpine,php
muxx/dplr,muxx/dplr/dockerimagesremoteDockerfile,1,2020,68,2,User,PHP,59,gotechnies/alpine-ssh,gotechnies/alpine-ssh
mwolff44/pyfreebilling,mwolff44/pyfreebilling/composelocaldjangoDockerfile,5,2020,826,18,User,Python,11704,python:3.7-slim-buster,python
mwolff44/pyfreebilling,mwolff44/pyfreebilling/composeproductionawsDockerfile,1,2020,334,6,User,Python,11704,garland/aws-cli-docker:1.15.47,garland/aws-cli-docker
mwolff44/pyfreebilling,mwolff44/pyfreebilling/composeproductiondjangoDockerfile,7,2020,1062,25,User,Python,11704,python:3.7-slim-buster,python
mwolff44/pyfreebilling,mwolff44/pyfreebilling/composeproductiontraefikDockerfile,4,2020,367,10,User,Python,11704,traefik:v2.0,traefik
nanomebia/sectalks,nanomebia/sectalks/ctf-solutionsNN0x07easyDockerfile,5,2020,4081,58,Organization,HTML,190973,node:14-alpine,node
nanomebia/sectalks,nanomebia/sectalks/ctf-solutionsNN0x07hardDockerfile,5,2020,4716,78,Organization,HTML,190973,node:14-alpine,node
nanomebia/sectalks,nanomebia/sectalks/ctfsNN0x04uaeDockerfile,6,2020,1268,27,Organization,HTML,190973,tomcat:9.0.21-jdk8,tomcat
naredula-jana/Jiny-Kernel,naredula-jana/Jiny-Kernel/binDockerfile,2,2020,973,27,User,C,232484,debian:buster-20190228-slim,debian
nark/wired,nark/wired/Dockerfile,12,2020,504,15,User,C,3972,ubuntu:18.04,ubuntu
narrowspark/framework,narrowspark/framework/.dockerphpDockerfile,11,2020,2970,78,Organization,PHP,10427,${NAMESPACE}:${PHP_VERSION}-cli,${NAMESPACE}
naver/ngrinder,naver/ngrinder/dockeragentDockerfile,3,2020,490,11,Organization,Java,37292,jeanblanchard/java:serverjre-8,jeanblanchard/java
naver/ngrinder,naver/ngrinder/dockercontrollerDockerfile,3,2020,1522,31,Organization,Java,37292,jeanblanchard/java:serverjre-8,jeanblanchard/java
nemerosa/ontrack,nemerosa/ontrack/dockerDockerfile,4,2020,1785,21,Organization,Kotlin,35675,azul/zulu-openjdk:11.0.6,azul/zulu-openjdk
nemerosa/ontrack,nemerosa/ontrack/ontrack-acceptancesrcmaincomposeoscentos7dockerDockerfile,2,2020,457,7,Organization,Kotlin,35675,centos:7.8.2003,centos
nemerosa/ontrack,nemerosa/ontrack/ontrack-acceptancesrcmaincomposeosdebiandockerDockerfile,4,2020,466,7,Organization,Kotlin,35675,ubuntu:focal,ubuntu
nemerosa/ontrack,nemerosa/ontrack/ontrack-acceptancesrcmaindockerDockerfile,1,2020,1084,17,Organization,Kotlin,35675,azul/zulu-openjdk:11.0.6,azul/zulu-openjdk
nens/openradar,nens/openradar/Dockerfile,5,2020,1435,24,Organization,Python,562,ubuntu:bionic,ubuntu
neo4j/neo4j,neo4j/neo4j/communitycypher-shellpackagingtestdebianDockerfile,4,2020,400,7,Organization,Java,545252,debian:stretch-backports,debian
neo4j/neo4j,neo4j/neo4j/communitycypher-shellpackagingtestrpmDockerfile,3,2020,120,4,Organization,Java,545252,centos:7,centos
netz39/netz39fees,netz39/netz39fees/Dockerfile,4,2020,439,9,Organization,Ruby,169,ruby:2.2,ruby
nickbabcock/bottle-ssl,nickbabcock/bottle-ssl/Dockerfile,3,2020,618,13,User,Python,262,python:${PYTHON_VERSION},python
nicolargo/glances,nicolargo/glances/docker-composeDockerfile,1,2020,137,3,User,Python,41436,nicolargo/glances:dev,nicolargo/glances
nidhugg/nidhugg,nidhugg/nidhugg/Dockerfile,2,2020,897,39,Organization,C,6417,ubuntu:18.04,ubuntu
nitely/django-infinite-scroll-pagination,nitely/django-infinite-scroll-pagination/benchDockerfile,7,2020,489,18,User,Python,69,python:3.7.2-alpine,python
njh/easyrdf,njh/easyrdf/dockerDockerfile,15,2020,1369,19,Organization,PHP,3645,php:7.3-cli,php
nla/tinycdxserver,nla/tinycdxserver/Dockerfile,7,2020,1478,31,Organization,Java,745,adoptopenjdk:11-jdk-hotspot,adoptopenjdk
nning/transmission-rss,nning/transmission-rss/Dockerfile,5,2020,595,15,User,Ruby,241,ruby:alpine,ruby
nokaut/white-label-demo,nokaut/white-label-demo/dockerappDockerfile,6,2020,358,9,Organization,CSS,2121,php:7.2,php
nomacs/nomacs,nomacs/nomacs/Dockerfile,5,2020,451,13,Organization,C++,85079,ubuntu:xenial,ubuntu
npgsql/Npgsql,npgsql/Npgsql/.devcontainerdbDockerfile,1,2020,72,3,Organization,C#,61501,postgres:alpine,postgres
nursit/bank,nursit/bank/prestapayzenliblyracomrest-php-sdkDockerfile,3,2020,319,7,Organization,PHP,29117,php:7.2.1-apache,php
objectcomputing/OpenDDS,objectcomputing/OpenDDS/Dockerfile,7,2020,916,31,Organization,C++,98430,$BASIS,$BASIS
oboehm/gdv.xport,oboehm/gdv.xport/Dockerfile,1,2020,318,8,User,Java,14088,openjdk:8-alpine,openjdk
obriencj/python-sibilant,obriencj/python-sibilant/Dockerfile,4,2020,1061,21,User,Python,1377,base,base
ohmage/server,ohmage/server/Dockerfile,5,2020,1393,34,Organization,Java,101903,tomcat:7-jdk8-openjdk,tomcat
olavgg/moinmoin-wiki,olavgg/moinmoin-wiki/Dockerfile,25,2020,2248,45,User,Python,29,debian:buster-slim,debian
olavolav/te-causality,olavolav/te-causality/Dockerfile,17,2020,1663,37,User,C++,15766,ubuntu:xenial,ubuntu
olilarkin/faust,olilarkin/faust/Dockerfile,4,2020,449,14,User,C++,346616,debian:stable-slim,debian
olof/debian-svtplay-dl,olof/debian-svtplay-dl/dockerfileDockerfile,4,2020,372,15,User,Python,2694,alpine:edge,alpine
onaio/tally-ho,onaio/tally-ho/Dockerfile,2,2020,382,10,Organization,Python,6902,python:3,python
ondrejbartas/sidekiq-cron,ondrejbartas/sidekiq-cron/Dockerfile,8,2020,800,24,User,Ruby,578,ruby:2.4,ruby
openSUSE/software-o-o,openSUSE/software-o-o/Dockerfile,11,2020,815,13,Organization,Ruby,60761,opensuse/leap:15.2,opensuse/leap
openaid-IATI/OIPA,openaid-IATI/OIPA/Dockerfile,22,2020,1501,55,Organization,Python,61783,ubuntu:16.04,ubuntu
opencfp/opencfp,opencfp/opencfp/Dockerfile,12,2020,4211,98,Organization,PHP,11016,openresty/openresty:${OPENRESTY_VERSION}-alpine,openresty/openresty
opencivicdata/scrapers-ca,opencivicdata/scrapers-ca/dockerDockerfile,17,2020,832,13,Organization,Python,6533,ubuntu:18.04,ubuntu
opengeospatial/ets-om20,opengeospatial/ets-om20/srcdockerDockerfile,10,2020,899,13,Organization,Java,2757,tomcat:7.0-jre8,tomcat
opengisch/OSGeo4A,opengisch/OSGeo4A/.dockerassembleDockerfile,4,2020,338,9,Organization,Java,28534,qt-ndk,qt-ndk
opengisch/OSGeo4A,opengisch/OSGeo4A/.dockerqgis-linuxDockerfile,5,2020,887,41,Organization,Java,28534,fedora:32,fedora
opengisch/OSGeo4A,opengisch/OSGeo4A/Dockerfile,2,2020,421,12,Organization,Java,28534,qt-ndk,qt-ndk
openmotics/gateway,openmotics/gateway/Dockerfile,12,2020,637,23,Organization,Python,26849,alpine,alpine
opensim-org/opensim-core,opensim-org/opensim-core/.githubDockerfile,14,2020,2317,52,Organization,C++,208134,ubuntu,ubuntu
opensim-org/opensim-core,opensim-org/opensim-core/.githubremote-ubuntu-devDockerfile,13,2020,2644,37,Organization,C++,208134,ubuntu,ubuntu
openstreetmap/chef,openstreetmap/chef/Dockerfile,5,2020,500,10,Organization,Ruby,7898,ruby:2.7-alpine,ruby
openva/business.openva.com,openva/business.openva.com/Dockerfile,7,2020,447,11,Organization,PHP,941,php:7.2-apache,php
opf/openproject,opf/openproject/dockerprodmysql-to-postgresDockerfile,3,2020,714,13,Organization,Ruby,725306,ruby:2.6-stretch,ruby
opscode/chef-dk,opscode/chef-dk/Dockerfile,5,2020,1328,26,Organization,Ruby,11070,ubuntu:18.04,ubuntu
orf/xcat,orf/xcat/Dockerfile,3,2020,275,8,User,Python,23913,python:3.7-slim,python
oriel-hub/api,oriel-hub/api/dockerDockerfile,7,2020,994,17,Organization,Python,2128,python:3.6-slim,python
orwell-int/server-game,orwell-int/server-game/Dockerfile,48,2020,1698,41,Organization,C++,983,ubuntu:19.10,ubuntu
ossec/ossec-hids,ossec/ossec-hids/Dockerfile,3,2020,773,20,Organization,C,20418,ubuntu:18.04,ubuntu
outcomesinsights/conceptql,outcomesinsights/conceptql/dockerssqliteDockerfile,4,2020,787,20,Organization,Ruby,18197,alpine:3,alpine
outcomesinsights/conceptql,outcomesinsights/conceptql/dockersstandardDockerfile,4,2020,530,13,Organization,Ruby,18197,ruby:2.4.5-stretch,ruby
outcomesinsights/loadmop,outcomesinsights/loadmop/Dockerfile,7,2020,410,23,Organization,Ruby,146,ruby:2.6-slim,ruby
palladius/septober,palladius/septober/docker-experimentsseptober-oldtestDockerfile,1,2020,416,6,User,Ruby,15702,palladius/septober:v1.2,palladius/septober
pandeylab/pythomics,pandeylab/pythomics/Dockerfile,8,2020,587,22,User,Python,2921,ubuntu:18.04,ubuntu
partkeepr/PartKeepr,partkeepr/PartKeepr/dockerbase-devDockerfile,6,2020,1789,25,Organization,JavaScript,53406,php:7.1-apache-buster,php
partkeepr/PartKeepr,partkeepr/PartKeepr/dockerdevelopmentappDockerfile,1,2020,574,10,Organization,JavaScript,53406,${SRC_IMAGE},${SRC_IMAGE}
partkeepr/PartKeepr,partkeepr/PartKeepr/dockerdevelopmentinitdbDockerfile,5,2020,227,7,Organization,JavaScript,53406,mariadb:10.1,mariadb
paultag/aiodocker,paultag/aiodocker/testsdockerDockerfile,2,2020,70,2,Organization,Python,1130,python:latest,python
pawelrychlik/jira-dependency-graph,pawelrychlik/jira-dependency-graph/Dockerfile,3,2020,136,5,User,Python,199,python:3-alpine,python
payara/Payara,payara/Payara/appserverextrasdocker-imagesmicrosrcmaindockerDockerfile,1,2020,1019,26,Organization,Java,133286,@docker.java.image@,@docker.java.image@
payara/Payara,payara/Payara/appserverextrasdocker-imagesserver-nodesrcmaindockerDockerfile,1,2020,668,15,Organization,Java,133286,payara/basic:@docker.payara.tag@,payara/basic
pbek/QOwnNotes,pbek/QOwnNotes/webpageDockerfile,1,2020,159,3,User,C++,639432,nginx:latest,nginx
peadar/pstack,peadar/pstack/dockercentosDockerfile,1,2020,248,3,User,C++,2969,centos:centos7,centos
peadar/pstack,peadar/pstack/dockerfull-64bitDockerfile,7,2020,729,10,User,C++,2969,debian:stretch,debian
peadar/pstack,peadar/pstack/dockermin-32bitDockerfile,4,2020,497,7,User,C++,2969,i386/debian:stretch,i386/debian
perobertson/requisition,perobertson/requisition/Dockerfile,4,2020,868,29,User,Ruby,1534,ruby:2.5.7-alpine,ruby
peterbe/whatsdeployed,peterbe/whatsdeployed/Dockerfile,11,2020,1351,27,User,JavaScript,7720,python:3.6-slim,python
pexip/os-apt,pexip/os-apt/Dockerfile,1,2020,554,12,Organization,C++,8667,debian:buster,debian
pfi/pficommon,pfi/pficommon/docDockerfile,5,2020,173,8,Organization,C++,2420,httpd:latest,httpd
pfi/pficommon,pfi/pficommon/dockercentos7Dockerfile,6,2020,1886,48,Organization,C++,2420,centos:centos7,centos
pfi/pficommon,pfi/pficommon/dockercentos8Dockerfile,6,2020,1717,43,Organization,C++,2420,centos:centos8,centos
pfi/pficommon,pfi/pficommon/dockergccDockerfile,6,2020,1252,32,Organization,C++,2420,gcc:${image_tag},gcc
pgpointcloud/pointcloud,pgpointcloud/pointcloud/dockerDockerfile,7,2020,1476,46,Organization,PLpgSQL,9032,postgres:12,postgres
phax/as2-peppol-server,phax/as2-peppol-server/Dockerfile,9,2020,2877,25,User,Java,392,maven:3.6-jdk-8-alpine,maven
piotrmaslanka/satella,piotrmaslanka/satella/Dockerfile,13,2020,513,16,User,Python,2514,python:3.8,python
pmpowers-usgs/nshmp-sha,pmpowers-usgs/nshmp-sha/Dockerfile,6,2020,2282,31,Organization,Java,37328,usgs/java:11,usgs/java
ponty/pysimavr,ponty/pysimavr/dockerDockerfile,9,2020,283,11,User,C,2284,ubuntu:latest,ubuntu
potzenheimer/meetshaus,potzenheimer/meetshaus/builddockernginx-staticDockerfile,1,2020,110,3,User,HTML,16953,nginx,nginx
pound-python/infobob,pound-python/infobob/Dockerfile,7,2020,809,24,Organization,Python,573,pypy:2-slim,pypy
pramsey/pointcloud,pramsey/pointcloud/dockerDockerfile,7,2020,1476,46,Organization,PLpgSQL,9032,postgres:12,postgres
pretis/flexpret,pretis/flexpret/dockerDockerfile,8,2020,1352,55,Organization,Scala,1954,phusion/baseimage:0.10.0,phusion/baseimage
pricingassistant/mrq,pricingassistant/mrq/Dockerfile,30,2020,2911,58,Organization,Python,1997,debian:buster-slim,debian
projectchrono/chrono,projectchrono/chrono/contribdockerrelease-5.0.xDockerfile,4,2020,3279,49,Organization,C++,641010,ubuntu:focal,ubuntu
prymitive/bootstrap-breadcrumbs,prymitive/bootstrap-breadcrumbs/Dockerfile,17,2020,727,17,User,Python,252,debian:stable,debian
ps2dev/gsKit,ps2dev/gsKit/Dockerfile,7,2020,412,12,Organization,C,4445,alpine:latest,alpine
pugiemonn/pugiemonn.com,pugiemonn/pugiemonn.com/Dockerfile,5,2020,318,9,User,PHP,942,php:7.4-fpm-alpine,php
pugpe/pugpe,pugpe/pugpe/Dockerfile,2,2020,80,4,Organization,Python,2610,python:2.7.7,python
puppet-community/puppet-confluence,puppet-community/puppet-confluence/Dockerfile,2,2020,480,11,Organization,Ruby,412,ruby:2.5.3,ruby
puppet-community/puppet-jenkins_job_builder,puppet-community/puppet-jenkins_job_builder/Dockerfile,2,2020,480,11,Organization,Ruby,255,ruby:2.5.3,ruby
puppetlabs/puppetlabs-apache,puppetlabs/puppetlabs-apache/.devcontainerDockerfile,1,2020,234,1,Organization,Ruby,8245,puppet/pdk:latest,puppet/pdk
puppetlabs/puppetlabs-apache,puppetlabs/puppetlabs-apache/.gitpod.Dockerfile,9,2020,1213,18,Organization,Ruby,8245,gitpod/workspace-full,gitpod/workspace-full
puppetlabs/puppetlabs-java_ks,puppetlabs/puppetlabs-java_ks/.devcontainerDockerfile,1,2020,234,1,Organization,Ruby,704,puppet/pdk:latest,puppet/pdk
